,Single PMAT - MTL,Single PMAT - MTL,Single MMSE Score - MTL,Single MMSE Score - MTL,Single Gender - MTL,Single Gender - MTL,idRegion
,W,p,W,p,W,p,
0,846.0,1.0,5082.5,0.9859871660087283,1032.0,1.0,199
1,1450.5,0.9999999999999234,6585.5,0.13240683834892647,27.0,1.0,199
2,7583.0,0.0017823852014496448,5608.5,0.7822463983138035,779.5,1.0,199
3,2216.5,0.9999999989536766,6675.5,0.12997652231026352,53.0,1.0,199
4,577.5,0.9999999999999973,6699.5,0.0701269138919013,8.0,1.0,199
5,12657.0,2.103174259590954e-24,7566.5,0.012790894617675215,10486.0,6.416820795402771e-13,199
6,1312.0,1.0,4369.0,0.9995472616694542,945.0,1.0,199
7,1004.0,1.0,4206.5,0.9999291290597272,937.0,1.0,199
8,12750.0,4.232333962484743e-25,10248.0,1.144196917732049e-11,11692.0,2.375910805518733e-20,199
9,10439.0,1.1147254124035785e-14,12120.0,1.3710276648762537e-20,12415.0,1.2160446465929501e-22,199
10,12304.0,8.410495115191795e-24,11611.0,4.263803782354408e-18,12297.0,9.445195488378868e-24,199
11,12327.0,5.64578827859047e-24,11945.0,2.6991511957630126e-20,13108.0,6.962490384134647e-28,199
12,12217.0,3.459035952747148e-22,10637.0,9.536316347385445e-14,12223.0,3.351385322643016e-23,199
13,998.0,1.0,1244.0,1.0,98.0,1.0,199
14,2044.5,0.9999999996695291,6424.0,0.2971498740497398,0.0,1.0,199
15,1690.0,0.9999999999999996,5801.0,0.8318046490551219,1647.5,0.9999999999999999,199
16,9294.5,3.34192790309051e-06,9092.0,7.114066425940312e-06,8306.5,0.0007367235399838696,199
17,6862.5,0.012074887702846026,8593.0,1.3848691706108558e-05,369.0,1.0,199
18,1207.0,1.0,1167.5,1.0,629.0,1.0,199
19,2015.0,0.9999999999999858,6002.5,0.8090368884376948,83.5,1.0,199
20,3000.0,0.9998418004313983,8050.5,0.0018233301405731481,2835.5,0.9999999993448236,199
21,9032.0,3.509671868507985e-07,3207.0,0.9999999931312024,2222.5,0.9999999999994414,199
22,9374.5,1.084148927556406e-07,5790.5,0.8363011468733234,2757.0,0.9999999998247384,199
23,6657.5,0.0309599733723972,6757.5,0.2038146962278108,2993.0,0.9999999847710693,199
24,9700.0,4.629043961457772e-09,7233.0,0.11456583288206329,9250.5,4.554958569976097e-08,199
25,3947.5,0.9999891362926675,9902.0,5.733537761123787e-09,3494.0,0.9999989577715834,199
26,8250.0,0.0003141994952017412,9800.0,5.193950828433964e-09,5378.5,0.9647305200175059,199
27,3609.0,0.999997233695414,6796.5,0.1485257943915354,3047.5,0.9999999837862535,199
28,11338.0,1.179597102182412e-15,11351.5,9.834731756886012e-16,13167.0,2.37569490298724e-28,199
29,3567.5,0.9936194768731738,11653.5,4.0866269734458345e-20,47.5,1.0,199
30,928.5,1.0,1467.5,1.0,50.0,1.0,199
31,8537.5,2.1201390092555967e-05,7828.0,0.013661773670830267,8375.0,0.0015093797773321669,199
32,1102.0,1.0,3745.5,0.999987045296613,75.0,1.0,199
33,2741.5,0.9999999997557162,6679.0,0.3419406108856869,636.5,1.0,199
34,9516.0,5.470701431116436e-07,11179.0,9.671196551591915e-15,11557.0,1.4211230677950296e-18,199
35,12472.0,4.8194586178250864e-24,11727.0,5.1139271885160974e-18,13126.0,5.108131863904982e-28,199
36,3143.0,0.9999988620766942,9046.5,4.483432535180268e-06,358.0,1.0,199
37,11618.0,9.671510833762957e-21,12726.0,6.425030442475135e-25,13191.0,1.5331921689296464e-28,199
38,4903.5,0.9530187001640152,9481.0,2.9129052933430963e-07,1759.0,0.9999999999990781,199
39,234.0,1.0,124.0,1.0,23.0,1.0,199
40,11079.0,3.504647289699448e-14,9367.0,7.758063553484931e-07,12408.0,1.3638855225182489e-22,199
41,2135.0,0.9999999999998885,6144.5,0.5933207691541899,2089.0,0.999999999999938,199
42,12186.0,5.742928310896628e-22,8909.0,5.5900934601415995e-08,12148.0,1.047223797989348e-21,199
43,6826.0,0.10674093440420912,8679.5,0.0002553599814778469,688.5,1.0,199
44,971.0,1.0,3366.0,0.9999999184098364,759.0,1.0,199
45,2462.5,0.9999999999963014,981.0,1.0,358.0,1.0,199
46,6862.0,0.07220652942000337,1800.5,0.9999999999999987,2583.0,0.9999999999853251,199
47,11358.0,1.6071135345978414e-16,6109.5,0.794680624222646,4292.0,0.9999155135828931,199
48,11156.0,3.3932020251081464e-20,12960.0,1.0410797438875722e-26,13203.0,1.219730567889719e-28,199
49,1154.5,1.0,1815.0,0.9999999999999926,175.0,1.0,199
50,12083.0,2.43903014994552e-20,9779.0,5.370460979820191e-08,12860.5,5.029567249165478e-27,199
51,10925.0,2.073346423013053e-15,9134.0,1.142324880497849e-05,12631.0,3.281115047105219e-24,199
52,1727.0,0.9999999999999963,4864.5,0.9974057284301295,1136.0,1.0,199
53,4726.5,0.9951329023677451,7020.0,0.0996102043160485,2518.0,0.9999999998521477,199
54,994.0,1.0,780.0,1.0,97.0,1.0,199
55,2097.0,0.9999999999999588,1925.5,0.9999999999999879,391.0,1.0,199
56,10381.0,1.3041387551051544e-10,11199.5,7.402364255478266e-15,10691.0,3.9916406656744685e-12,199
57,10150.0,1.238269204731898e-16,11522.0,2.3947493988815953e-18,11662.0,1.992279339176969e-18,199
58,12611.0,3.753455771234126e-26,11857.0,7.562257880040324e-19,13118.0,5.922758369270966e-28,199
59,5328.0,0.9709216551944561,4249.0,0.9997895952697773,4030.0,0.9999532578377485,199
60,9908.0,1.606228082174535e-08,5983.0,0.817854636693033,7363.5,0.05781278775979457,199
61,13001.5,4.9429353763372655e-27,12743.0,4.790558972937144e-25,13201.0,1.2736169092028552e-28,199
62,9430.0,1.1221371559402583e-06,5854.0,0.8943574888387626,10271.5,4.1962318411338095e-10,199
63,13197.0,1.373725633592845e-28,12384.5,1.8782675002792055e-25,13203.0,1.2219069906200978e-28,199
64,4424.0,0.9997988558450354,5341.0,0.9767496454662032,4652.5,0.9991917477416418,199
65,8707.0,0.00011188327114114385,6860.0,0.3327659171694918,5432.0,0.9669117537179739,199
66,11194.5,7.899233064670897e-15,5800.5,0.8320204850251076,8120.0,0.0002050529380270957,199
67,2433.0,0.9999999999973832,6390.5,0.47908473653094785,4907.0,0.9883562816840766,199
68,5610.5,0.8498440909224266,2147.0,0.9999999999998701,1643.0,0.9999999999999996,199
69,10771.0,1.555338391321335e-12,5819.0,0.9046601397352209,12820.0,1.2506151507712527e-25,199
70,10492.0,3.8573763626117327e-11,8747.0,8.56389200173871e-05,12638.0,2.9121944602507594e-24,199
71,6010.5,0.8385034737369348,5632.0,0.9475221667553074,12384.0,2.1508976041461075e-23,199
72,5871.0,0.8338212881923763,6435.0,0.6096615209759128,11829.0,1.145785514540228e-18,199
73,8739.5,9.007467600742303e-05,10995.0,1.0118303423152993e-13,12907.0,2.6885878647822045e-26,199
74,4308.0,0.999937321549997,3380.0,0.9999999642372178,7585.0,0.025547639631048436,199
75,5571.0,0.945490029639335,3765.0,0.9999983473228656,3144.0,0.9999999939753215,199
76,10019.0,5.483113447931642e-09,6048.0,0.7478790988837154,10775.0,3.4611751866629545e-13,199
77,9388.0,1.5822208372418236e-06,11209.5,6.494584804798388e-15,13019.0,3.603091080309539e-27,199
78,6191.0,0.7537937194204627,7108.0,0.19849284814081658,5602.0,0.9526843612678478,199
79,10854.0,5.742326046316929e-13,9492.0,6.698709592400322e-07,11536.0,1.2762332717139226e-17,199
80,6307.5,0.6403940119984524,2488.0,0.9999999999969862,11338.5,3.5492136756271715e-17,199
81,7630.0,0.04272034022693775,4358.5,0.99991191922497,11647.0,4.859727492646119e-20,199
82,3566.0,0.9999998075200477,7899.0,0.00999056581185471,10570.5,4.0772352328352944e-12,199
83,5279.0,0.9865031469727383,5893.5,0.8817903724401454,11340.0,3.474834828903223e-17,199
84,5701.0,0.9166971961207101,7251.0,0.13870522201203334,10721.0,2.8089983868820542e-12,199
85,7449.0,0.07820212370354698,7309.0,0.11837524804322241,10475.0,1.2395044610965875e-11,199
86,4259.0,0.9999552358973487,5045.0,0.9953783995949325,3495.0,0.9999998976297919,199
87,2390.0,0.9999999999990584,7733.5,0.013773616738265127,10369.5,2.6894618760264342e-12,199
88,7089.0,0.16864266648503357,8984.0,3.3848150826525774e-05,12889.0,3.701438799965305e-26,199
89,3708.0,0.999999346816039,8679.0,6.823759856232007e-05,5917.5,0.8456072877040464,199
90,8351.0,0.0017185305074581315,6184.0,0.7149694826827914,12418.0,1.1577310202060986e-22,199
91,2385.0,0.9999999999991133,5500.0,0.9672647535408072,867.0,1.0,199
92,8727.0,0.00018937741832078119,6802.0,0.368701302726945,12169.0,6.361788522930706e-21,199
93,4155.0,0.9999785488821237,3855.0,0.9999978149382367,5324.0,0.983674779177824,199
94,2310.0,0.9999999999996428,2883.0,0.9999999997489154,4862.0,0.9974393206655406,199
95,4466.0,0.9998223143243458,3268.0,0.9999999798729069,1773.0,0.9999999999999997,199
96,10391.0,3.227039553426884e-11,6386.0,0.640718268925379,10575.0,1.5174771874992287e-11,199
97,4555.0,0.999545816132186,3574.0,0.9999996708030099,6694.0,0.4385339201569952,199
98,7874.0,0.011170925027464109,8634.0,0.00033824080446258017,12374.0,2.379544194093047e-22,199
99,7365.0,0.07702231459694742,7813.0,0.021383184883424826,7527.0,0.04467643097818375,199
100,11868.0,1.505037483922875e-22,8767.0,1.7416419450423936e-05,8798.5,2.6582922805488096e-06,199
101,7345.0,0.10686933522293651,8369.5,0.0009016931525423751,10064.0,3.3285853898078986e-10,199
102,2038.0,0.9999999999999885,2907.0,0.9999999996760023,6275.0,0.5038090356799514,199
103,4834.0,0.9984406008540929,8282.0,0.002474843438950237,8629.0,0.0001862536605732747,199
104,6101.0,0.7605438843373016,7125.0,0.15379180238280488,3359.0,0.9999999706001298,199
105,504.0,1.0,2847.5,0.9999999995332175,3633.0,0.9999991328726752,199
106,5799.0,0.9102045851822711,7231.0,0.1462371749106146,11912.0,3.321530075878137e-19,199
107,6959.0,0.27497164594030926,8137.0,0.005117199612196001,10707.0,3.3105484254920696e-12,199
108,9129.0,1.1855959313489178e-05,10994.0,1.0245629381700763e-13,12618.0,3.307781087269944e-26,199
109,8425.0,0.0011463875189263847,10134.0,1.737972069202119e-09,9166.0,3.999552712750449e-06,199
110,6726.0,0.3643507931806059,3475.0,0.9999999145209297,7028.0,0.23785067393856835,199
111,858.0,1.0,2283.5,0.9999999999997419,778.0,1.0,199
112,5774.0,0.9167937139953521,3901.0,0.9999968495120193,8041.5,0.008017811024094119,199
113,2731.0,0.9999999999518391,6355.0,0.6599111091591343,6689.0,0.4418320285472526,199
114,3771.0,0.9999982642174463,4217.0,0.9999238267129055,4221.5,0.9999478508241041,199
115,11799.0,4.846650119878775e-22,12130.0,1.6015625047168966e-22,12625.0,3.397740900686217e-25,199
116,4416.0,0.9998089013106028,3198.0,0.9999999897591492,3924.0,0.9999962250763087,199
117,10887.0,3.843715319887117e-13,9618.0,2.273843291261176e-07,10585.0,1.3544674170738897e-11,199
118,11171.0,1.0731322446229329e-14,11799.0,1.7845244034952705e-18,9569.0,3.4789970761049464e-07,199
119,4877.0,0.9980359018317909,6787.0,0.37820042925807595,9373.0,7.374698581275719e-07,199
120,5397.0,0.9710397913081499,7504.0,0.06561804964656312,8137.0,0.0019195242884342792,199
121,3193.0,0.9999999940101237,8012.0,0.005910594936194534,10193.0,8.085735913791235e-11,199
122,2644.0,0.9999999999818082,6331.0,0.6254580781081445,6653.0,0.41151864076211936,199
123,7319.0,0.11509473320568797,7770.0,0.025346142391541295,10520.0,2.821817266641288e-11,199
124,2065.0,0.9999999999999836,4622.0,0.9995340298021652,5781.0,0.8940147700908445,199
125,2177.0,0.9999999999999314,1704.0,0.9999999999999999,988.0,1.0,199
126,5934.0,0.8388944091961634,8848.0,8.604705502047927e-05,2835.0,0.9999999998499194,199
127,5462.5,0.9715932694882888,2349.0,0.9999999999994258,9451.5,5.288406324128269e-08,199
128,1760.0,0.9999999999999992,4717.0,0.9988329135529485,4348.0,0.999817400787632,199
129,2137.0,0.9999999999999587,4521.0,0.9997485506374262,3974.0,0.9999913869927773,199
130,901.0,1.0,4440.0,0.9998496313638041,4087.5,0.9999868966196775,199
131,5245.0,0.9883496150636216,5193.0,0.9907492615389858,2643.0,0.9999999999820128,199
132,10402.0,1.0383883580621882e-10,8519.0,0.0006715126538546322,8205.0,0.0036643891621956793,199
133,5591.0,0.9544719674556378,3584.0,0.9999996408922965,2612.0,0.99999999998735,199
134,12490.0,3.520389036535675e-23,10571.0,1.5879962249309233e-11,11527.0,8.837679140555774e-17,199
135,9385.0,1.6212379398442497e-06,8465.0,0.0009156176111137723,6663.0,0.45904256596203824,199
136,2746.0,0.999999999943156,6033.0,0.7946968100735001,9436.0,1.067968082005702e-06,199
137,2260.0,0.9999999999998068,1521.0,1.0,2054.0,0.9999999999999762,199
138,5269.0,0.976977099681726,5385.0,0.9638599565211748,7748.0,0.019140360135777232,199
139,2689.0,0.9999999999698214,3631.0,0.9999994615610391,1949.0,0.999999999999994,199
140,2642.0,0.9999999999822181,4465.0,0.9998234460270686,4382.0,0.9998970466271279,199
141,10053.0,3.918602748102311e-09,10135.0,1.7204225393332884e-09,9097.0,1.5016915537506826e-05,199
142,12347.0,3.692662940786619e-22,8816.0,0.00010640855832915797,7380.0,0.09647855527768306,199
143,6314.0,0.6846651748356715,10029.0,4.9688812132420175e-09,11127.0,1.8955587966039836e-14,199
144,5428.5,0.9750955338743196,929.0,1.0,686.0,1.0,199
145,3678.0,0.9999994931276773,2244.0,0.9999999999998416,4015.0,0.9999882586257173,199
146,8914.0,5.50504579784125e-05,11225.0,5.29968574803907e-15,12515.0,2.302791946490728e-24,199
147,11674.0,1.1000303365356263e-17,8762.0,0.00015134250088612116,11400.0,8.91321852279342e-17,199
148,8609.0,0.0003937800837158546,6662.0,0.4597062524970193,6217.0,0.7398869903721531,199
149,4953.0,0.9970812895777567,7685.0,0.0349984644217553,7578.0,0.051235014828104636,199
150,5419.0,0.9760067325406422,11141.0,1.5825981641443623e-14,11561.0,5.487013339860358e-17,199
151,1134.0,1.0,6226.0,0.7349804720087716,4232.0,0.9999439170983682,199
152,11306.0,1.8117817278583027e-15,9496.0,6.477110220449232e-07,12275.0,1.1802601890131764e-21,199
153,9597.0,2.730614051233708e-07,8231.0,0.003215044470819353,11584.0,3.967524940157958e-17,199
154,7930.0,0.01315373508830571,8253.0,0.001726710741442709,12743.0,4.7906481172843455e-25,199
155,2776.0,0.9999999999209572,5514.0,0.9655152665949285,8057.0,0.004751858370949891,199
156,5640.0,0.9460726286147539,6077.0,0.8097887803553181,6288.0,0.6526279597672617,199
157,4666.0,0.9993954507306827,3697.0,0.9999994046470061,5543.0,0.9616466899265274,199
158,10554.0,1.9249516222623603e-11,8488.0,0.0008030886317091404,11633.0,1.978816658777434e-17,199
159,7359.0,0.10262007596470574,4888.0,0.9979180842821341,6888.0,0.31592939475612536,199
160,9964.0,9.378658574111447e-09,8961.0,3.9770694576837954e-05,9410.0,1.3223948513998422e-06,199
161,6269.0,0.7109074771385117,7834.0,0.019646638255099946,9434.0,4.38166526052892e-07,199
162,12509.0,2.5651686252450306e-23,12469.0,5.074488595507852e-24,12927.0,1.4901028659442826e-27,199
163,5781.0,0.9149865259478027,7316.0,0.11607202702536873,10777.0,1.4481770151408049e-12,199
164,13047.0,2.1515269554296324e-27,8790.0,3.119056377112152e-05,8822.0,5.120067608941041e-06,199
165,3225.0,0.9999999918126742,6707.0,0.4299792406365323,6999.0,0.17046231267241668,199
166,12160.0,7.329503084262817e-21,12180.0,5.34916687190781e-21,12504.0,2.1461582563201273e-26,199
167,1885.0,0.9999999999999984,3378.0,0.9999999648963439,3316.0,0.9999999487401505,199
168,2421.0,0.9999999999977313,5698.0,0.9345954149235193,2254.0,0.9999999999998207,199
169,4821.0,0.9979378938714353,1106.0,1.0,2153.0,0.9999999999999494,199
170,5477.0,0.9699796491856774,4249.0,0.9999582405619986,5240.0,0.9886017588989445,199
171,5257.0,0.9877246294530748,7092.0,0.20603389340622386,4366.0,0.9999074073079248,199
172,2008.0,0.9999999999999921,1956.0,0.999999999999996,2406.0,0.9999999999981032,199
173,5139.0,0.992772038821152,8136.0,0.005141937671999766,5729.0,0.9277279750386485,199
174,5482.0,0.9694059062346034,4938.0,0.9972975913759705,6775.0,0.38585341708184095,199
175,10051.0,3.997157103710136e-09,8476.0,0.0008601054441600492,8175.0,0.004252262401871314,199
176,4230.0,0.9999634318426792,6827.0,0.3530487923419524,8113.0,0.0012864756388906746,199
177,4892.0,0.9978736761142386,1985.0,0.9999999999999942,4509.0,0.9996569958320949,199
178,6908.0,0.30413023092353414,10103.0,2.3773495541817e-09,11753.0,3.5025009175773435e-18,199
179,10892.0,3.6159566913116756e-13,8497.0,0.0007626321520211587,8146.0,0.0048992810521647865,199
180,6776.0,0.38521392224988127,5908.0,0.8493871006791051,5299.0,0.9853030456416637,199
181,5605.0,0.9521871916873231,5808.0,0.9077399170780936,2123.0,0.9999999999999654,199
182,2277.0,0.9999999999997617,2637.0,0.999999999953827,1230.0,1.0,199
183,11433.0,5.588429915303241e-17,7765.0,0.02584454803394954,9697.0,1.1299141283065883e-07,199
184,8033.0,0.008335399775860567,10431.0,7.565432980004728e-11,12406.0,1.4098441272832603e-22,199
185,8617.0,0.0003751478858827544,4460.0,0.9998290016646474,2645.0,0.9999999999816013,199
186,4549.0,0.9997008494877875,5793.0,0.9118202911379807,4628.0,0.9995170445370127,199
187,12584.0,7.281229178311353e-24,9210.0,2.8197464529829015e-06,9720.0,9.188440929108658e-08,199
188,6042.0,0.8252729005442178,8819.0,0.00010432276570431234,9597.0,2.730614051233708e-07,199
189,3888.0,0.9999971573859583,5537.0,0.9515428470203467,4687.0,0.9993166831194434,199
190,5353.0,0.98159472473996,5863.0,0.891582722767216,2821.0,0.9999999998709901,199
191,11331.0,1.2961309612078619e-15,9124.0,1.2304196881393314e-05,7414.0,0.08711467468496376,199
192,2050.0,0.9999999999999775,3068.0,0.9999999953959345,1708.0,0.9999999999999997,199
193,11885.0,4.979665319842542e-19,11723.0,5.420056883469442e-18,12687.0,1.1382635015095822e-25,199
194,5247.0,0.9882474097665364,6235.0,0.7300273632089334,7411.0,0.06641556961922598,199
195,8054.0,0.00757011935668495,7079.0,0.21228428453780673,8068.0,0.004501393713550461,199
196,6457.0,0.5954729493528952,4114.0,0.9999840758640931,3409.0,0.999999953217742,199
197,3133.0,0.9999999945978147,5580.0,0.9437915821795707,4034.0,0.9999864667297539,199
198,12464.0,5.420138707517927e-23,9644.0,1.8097310071357947e-07,5239.0,0.9886516147545241,199
199,12906.0,2.7368946335574733e-26,12447.0,7.179835832020908e-23,12589.0,6.691315986238485e-24,199
